Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
12:27:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Pick up upto 10Q,Owner,1-2yr,No defect, Hospital areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Other,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
10:12:00,Monday,Unknown,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving at high speed,Slight Injury
10:12:00,Monday,31-50,Male,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,5-10yrs,No defect,Residential areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Moving Backward,Driver or rider,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
08:30:00,Monday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,5-10yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,Other,Slight Injury
08:30:00,Monday,18-30,Male,Junior high school,Employee,1-2yr,Stationwagen,Owner,1-2yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,Under 18,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
07:15:00,Tuesday,31-50,Male,High school,Owner,1-2yr,Other,Owner,Unknown,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
07:15:00,Tuesday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
17:11:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,2-5yrs,No defect,Residential areas,Two-way (divided with broken lines road marking),Gentle horizontal curve,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Pedestrian,Female,Over 51,3,Self-employed,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the left,Slight Injury
17:20:00,Wednesday,Unknown,Male,Junior high school,Owner,5-10yr,Lorry (41?100Q),Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
06:45:00,Monday,31-50,Male,High school,Owner,2-5yr,Public (13?45 seats),Owner,Unknown,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
08:49:00,Saturday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Other,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
19:45:00,Saturday,Over 51,Male,Junior high school,Owner,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,3,1,Moving Backward,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
17:20:00,Monday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,Turnover,Slight Injury
12:40:00,Thursday,Unknown,Male,Elementary school,Employee,1-2yr,Pick up upto 10Q,Owner,Unknown,No defect,School areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
09:53:00,Tuesday,18-30,Male,Elementary school,Employee,2-5yr,Other,Owner,Above 10yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
09:12:00,Wednesday,Over 51,Male,High school,Owner,1-2yr,Lorry (41?100Q),Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
17:30:00,Wednesday,Over 51,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,1-2yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
10:18:00,Friday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Owner,5-10yrs,No defect,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
11:30:00,Friday,31-50,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Above 10yr,No defect, Church areas,other,Tangent road with flat terrain,No junction,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Passenger,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
06:55:00,Saturday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Above 10yr,No defect, Church areas,Undivided Two way,Sharp reverse curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Pedestrian,Male,31-50,3,Other,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Driving carelessly,Slight Injury
08:42:00,Saturday,Over 51,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Above 10yr,No defect,Office areas,Undivided Two way,Gentle horizontal curve,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
14:52:00,Saturday,18-30,Male,Elementary school,Employee,Above 10yr,Automobile,Owner,5-10yrs,No defect, Church areas,Unknown,Tangent road with mountainous terrain and,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,5,3,Other,Normal,Not a Pedestrian,No distancing,Slight Injury
23:45:00,Saturday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,2-5yrs,No defect,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,na,na,na,na,Other,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
21:33:00,Friday,Unknown,Female,Junior high school,Employee,5-10yr,Turbo,Organization,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Gentle horizontal curve,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,5,3,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury
17:15:00,Saturday,18-30,Male,Junior high school,Owner,Below 1yr,Pick up upto 10Q,Owner,2-5yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,Under 18,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
17:15:00,Saturday,Unknown,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,2-5yrs,No defect, Church areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Other,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
18:10:00,Wednesday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Governmental,1-2yr,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
18:10:00,Wednesday,Unknown,Male,Junior high school,Employee,1-2yr,Public (12 seats),Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Pedestrian,Female,31-50,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
15:27:00,Tuesday,Unknown,Male,Junior high school,Employee,2-5yr,Other,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
14:50:00,Saturday,Over 51,Male,Elementary school,Employee,5-10yr,Stationwagen,Owner,1-2yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,2,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
14:50:00,Saturday,Over 51,Male,Junior high school,Employee,5-10yr,Public (12 seats),Owner,Unknown,No defect,Office areas,One way,Tangent road with flat terrain,Crossing,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,2,Going straight,Driver or rider,Male,18-30,2,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury
15:26:00,Saturday,18-30,Male,High school,Employee,2-5yr,Public (12 seats),Owner,Unknown,No defect, Church areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Pedestrian,Female,Under 18,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
03:40:00,Saturday,31-50,Male,Junior high school,Employee,2-5yr,Other,Governmental,Below 1yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
11:30:00,Saturday,31-50,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
14:30:00,Thursday,Unknown,Female,Junior high school,Owner,5-10yr,Automobile,Owner,Above 10yr,No defect, Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Y Shape,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,Under 18,3,Employee,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
11:30:00,Thursday,31-50,Male,Junior high school,Employee,2-5yr,Public (> 45 seats),Owner,Above 10yr,No defect, Church areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,No junction,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving at high speed,Slight Injury
15:30:00,Wednesday,Under 18,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,1-2yr,No defect,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
09:57:00,Tuesday,Unknown,Male,Elementary school,Employee,5-10yr,Stationwagen,Owner,Unknown,No defect,Rural village areasOffice areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
18:12:00,Tuesday,31-50,Male,Junior high school,Owner,Below 1yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Female,31-50,2,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
17:06:00,Tuesday,31-50,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
08:25:00,Tuesday,18-30,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
06:40:00,Thursday,31-50,Male,Junior high school,Employee,2-5yr,Public (> 45 seats),Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
09:40:00,Tuesday,Unknown,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Passenger,Male,Under 18,3,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
20:18:00,Thursday,18-30,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,2-5yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
13:15:00,Sunday,18-30,Male,Elementary school,Employee,Below 1yr,Automobile,Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Student,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
22:39:00,Saturday,Over 51,Male,High school,Employee,Above 10yr,Pick up upto 10Q,Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,Under 18,3,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
17:18:00,Sunday,31-50,Male,Junior high school,Employee,5-10yr,Public (12 seats),Owner,Unknown,No defect,Office areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Getting off,Passenger,Male,Under 18,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
08:55:00,Friday,Unknown,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,2,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
